clip_id,ground_truth,output,latency,num_downsampled_frames,num_frames
v_BoxingPunchingBag_g07_c07,BoxingPunchingBag,BoxingPunchingBag,1.740133285522461,9,253
v_BoxingSpeedBag_g01_c01,BoxingSpeedBag,BoxingPunchingBag,1.2699992656707764,5,131
v_BoxingSpeedBag_g01_c02,BoxingSpeedBag,BoxingPunchingBag,1.2420730590820312,5,124
v_BoxingSpeedBag_g01_c03,BoxingSpeedBag,BoxingPunchingBag,1.0368587970733643,4,99
v_BoxingSpeedBag_g01_c04,BoxingSpeedBag,BoxingPunchingBag,1.0161128044128418,3,71
v_BoxingSpeedBag_g02_c01,BoxingSpeedBag,BoxingPunchingBag,1.2673218250274658,6,171
v_BoxingSpeedBag_g02_c02,BoxingSpeedBag,BoxingPunchingBag,1.5015738010406494,7,199
v_BoxingSpeedBag_g02_c03,BoxingSpeedBag,BoxingPunchingBag,1.2714293003082275,6,178
v_BoxingSpeedBag_g02_c04,BoxingSpeedBag,BoxingPunchingBag,1.2495620250701904,5,136
v_BoxingSpeedBag_g03_c01,BoxingSpeedBag,Basketball,0.9104561805725098,4,120
v_BoxingSpeedBag_g03_c02,BoxingSpeedBag,BoxingPunchingBag,1.2593529224395752,5,138
v_BoxingSpeedBag_g03_c03,BoxingSpeedBag,BoxingPunchingBag,1.2508440017700195,5,132
v_BoxingSpeedBag_g03_c04,BoxingSpeedBag,BoxingPunchingBag,1.253864049911499,5,147
v_BoxingSpeedBag_g03_c05,BoxingSpeedBag,BoxingPunchingBag,1.2479219436645508,6,153
v_BoxingSpeedBag_g04_c01,BoxingSpeedBag,BoxingPunchingBag,1.0267510414123535,4,111
v_BoxingSpeedBag_g04_c02,BoxingSpeedBag,BoxingSpeedBag,1.198009967803955,5,132
v_BoxingSpeedBag_g04_c03,BoxingSpeedBag,BenchPress,1.40067720413208,7,209
v_BoxingSpeedBag_g04_c04,BoxingSpeedBag,PushUps,1.350020170211792,7,203
v_BoxingSpeedBag_g04_c05,BoxingSpeedBag,BoxingPunchingBag,1.484156847000122,8,224
v_BoxingSpeedBag_g04_c06,BoxingSpeedBag,BoxingSpeedBag,1.6877307891845703,9,252
v_BoxingSpeedBag_g04_c07,BoxingSpeedBag,BoxingPunchingBag,1.7360899448394775,10,299
v_BoxingSpeedBag_g05_c01,BoxingSpeedBag,SkateBoarding,1.1983017921447754,5,135
v_BoxingSpeedBag_g05_c02,BoxingSpeedBag,Hammering,1.1506671905517578,6,164
v_BoxingSpeedBag_g05_c03,BoxingSpeedBag,Hammering,1.3913350105285645,7,190
v_BoxingSpeedBag_g05_c04,BoxingSpeedBag,PushUps,1.1179020404815674,5,136
v_BoxingSpeedBag_g05_c05,BoxingSpeedBag,BoxingPunchingBag,1.4938929080963135,7,183
v_BoxingSpeedBag_g06_c01,BoxingSpeedBag,BoxingPunchingBag,1.4857699871063232,8,222
v_BoxingSpeedBag_g06_c02,BoxingSpeedBag,BoxingPunchingBag,1.759019136428833,9,244
v_BoxingSpeedBag_g06_c03,BoxingSpeedBag,BoxingPunchingBag,1.7351899147033691,9,250
v_BoxingSpeedBag_g06_c04,BoxingSpeedBag,BlowDryHair,1.4309570789337158,8,223
v_BoxingSpeedBag_g06_c05,BoxingSpeedBag,PushUps,1.1283068656921387,5,125
v_BoxingSpeedBag_g07_c01,BoxingSpeedBag,WallPushups,2.672070264816284,17,482
v_BoxingSpeedBag_g07_c02,BoxingSpeedBag,WallPushups,2.6383349895477295,17,504
v_BoxingSpeedBag_g07_c03,BoxingSpeedBag,BoxingPunchingBag,2.5426478385925293,16,451
v_BoxingSpeedBag_g07_c04,BoxingSpeedBag,WallPushups,2.4004690647125244,16,466
v_BoxingSpeedBag_g07_c05,BoxingSpeedBag,BasketballDunk,2.444661855697632,16,453
v_BoxingSpeedBag_g07_c06,BoxingSpeedBag,BoxingPunchingBag,2.5139999389648438,15,437
v_BoxingSpeedBag_g07_c07,BoxingSpeedBag,ParallelBars,2.3601748943328857,16,452
v_BreastStroke_g01_c01,BreastStroke,FrontCrawl,0.9400100708007812,4,96
v_BreastStroke_g01_c02,BreastStroke,FrontCrawl,0.9242331981658936,4,96
v_BreastStroke_g01_c03,BreastStroke,FrontCrawl,0.924785852432251,4,96
v_BreastStroke_g01_c04,BreastStroke,FrontCrawl,0.9213039875030518,4,96
v_BreastStroke_g02_c01,BreastStroke,FrontCrawl,1.4031641483306885,8,227
v_BreastStroke_g02_c02,BreastStroke,FrontCrawl,1.9155569076538086,11,302
v_BreastStroke_g02_c03,BreastStroke,FrontCrawl,0.9318180084228516,4,97
v_BreastStroke_g02_c04,BreastStroke,FrontCrawl,1.6670868396759033,9,261
v_BreastStroke_g03_c01,BreastStroke,Diving,1.1340198516845703,6,176
v_BreastStroke_g03_c02,BreastStroke,FrontCrawl,1.1489031314849854,6,179
v_BreastStroke_g03_c03,BreastStroke,FrontCrawl,1.3939809799194336,7,184
v_BreastStroke_g03_c04,BreastStroke,FrontCrawl,1.3819921016693115,7,187
v_BreastStroke_g04_c01,BreastStroke,BreastStroke,1.3842060565948486,7,192
v_BreastStroke_g04_c02,BreastStroke,FrontCrawl,1.3897700309753418,7,183
v_BreastStroke_g04_c03,BreastStroke,FrontCrawl,1.3861641883850098,7,192
v_BreastStroke_g04_c04,BreastStroke,FrontCrawl,1.3831870555877686,8,217
v_BreastStroke_g05_c01,BreastStroke,FrontCrawl,1.1470520496368408,5,150
v_BreastStroke_g05_c02,BreastStroke,FrontCrawl,1.3874480724334717,8,225
v_BreastStroke_g05_c03,BreastStroke,FrontCrawl,1.6351852416992188,10,289
v_BreastStroke_g05_c04,BreastStroke,FrontCrawl,1.9065830707550049,12,333
v_BreastStroke_g06_c01,BreastStroke,HighJump,0.9004619121551514,4,116
v_BreastStroke_g06_c02,BreastStroke,FrontCrawl,0.9218471050262451,4,100
v_BreastStroke_g06_c03,BreastStroke,FrontCrawl,0.9176859855651855,4,100
v_BreastStroke_g06_c04,BreastStroke,FrontCrawl,0.9231641292572021,4,114
v_BreastStroke_g07_c01,BreastStroke,FrontCrawl,1.636781930923462,9,260
v_BreastStroke_g07_c02,BreastStroke,FrontCrawl,1.9045591354370117,11,305
v_BreastStroke_g07_c03,BreastStroke,FrontCrawl,1.1572799682617188,5,127
v_BreastStroke_g07_c04,BreastStroke,FrontCrawl,1.3948919773101807,7,198
v_BrushingTeeth_g01_c01,BrushingTeeth,Brushing Teeth,0.937995195388794,4,103
v_BrushingTeeth_g01_c02,BrushingTeeth,Brushing Teeth,0.9269051551818848,4,109
v_BrushingTeeth_g01_c03,BrushingTeeth,BrushingTeeth,1.1834287643432617,5,122
v_BrushingTeeth_g01_c04,BrushingTeeth,BrushingTeeth,0.9545509815216064,4,101
v_BrushingTeeth_g02_c01,BrushingTeeth,BrushingTeeth,3.7413523197174072,24,716
v_BrushingTeeth_g02_c02,BrushingTeeth,BrushingTeeth,4.449203968048096,25,732
v_BrushingTeeth_g02_c03,BrushingTeeth,BrushingTeeth,3.9747419357299805,25,732
v_BrushingTeeth_g02_c04,BrushingTeeth,ApplyEyeMakeup,3.5633890628814697,24,715
v_BrushingTeeth_g02_c05,BrushingTeeth,ApplyEyeMakeup,3.901702880859375,25,748
v_BrushingTeeth_g02_c06,BrushingTeeth,BrushingTeeth,3.562979221343994,24,716
v_BrushingTeeth_g02_c07,BrushingTeeth,BrushingTeeth,4.47137188911438,27,793
v_BrushingTeeth_g03_c01,BrushingTeeth,BrushingTeeth,1.740250825881958,9,241
v_BrushingTeeth_g03_c02,BrushingTeeth,BrushingTeeth,1.4243178367614746,8,239
v_BrushingTeeth_g03_c03,BrushingTeeth,BrushingTeeth,1.3935706615447998,8,226
v_BrushingTeeth_g03_c04,BrushingTeeth,BrushingTeeth,1.3976399898529053,7,205
v_BrushingTeeth_g03_c05,BrushingTeeth,ApplyLipstick,1.4093918800354004,8,231
v_BrushingTeeth_g04_c01,BrushingTeeth,BrushingTeeth,1.3935129642486572,7,193
v_BrushingTeeth_g04_c02,BrushingTeeth,BrushingTeeth,1.1923127174377441,5,128
v_BrushingTeeth_g04_c03,BrushingTeeth,BrushingTeeth,0.956428050994873,4,100
v_BrushingTeeth_g04_c04,BrushingTeeth,BrushingTeeth,0.9347410202026367,3,80
v_BrushingTeeth_g05_c01,BrushingTeeth,ApplyEyeMakeup,1.1658051013946533,6,170
v_BrushingTeeth_g05_c02,BrushingTeeth,BrushingTeeth,1.4134199619293213,7,195
v_BrushingTeeth_g05_c03,BrushingTeeth,BrushingTeeth,1.401477336883545,7,210
v_BrushingTeeth_g05_c04,BrushingTeeth,Brushing Teeth,1.151442289352417,6,161
v_BrushingTeeth_g05_c05,BrushingTeeth,BrushingTeeth,1.3986868858337402,8,229
v_BrushingTeeth_g06_c01,BrushingTeeth,BrushingTeeth,1.6545031070709229,10,287
v_BrushingTeeth_g06_c02,BrushingTeeth,BrushingTeeth,1.6371757984161377,9,249
v_BrushingTeeth_g06_c03,BrushingTeeth,BrushingTeeth,1.9458870887756348,11,309
v_BrushingTeeth_g06_c04,BrushingTeeth,BrushingTeeth,1.9200079441070557,12,337
v_BrushingTeeth_g06_c05,BrushingTeeth,BrushingTeeth,1.414336919784546,8,227
v_BrushingTeeth_g07_c01,BrushingTeeth,BrushingTeeth,1.1944520473480225,6,171
v_BrushingTeeth_g07_c02,BrushingTeeth,BrushingTeeth,1.396672010421753,8,229
v_BrushingTeeth_g07_c03,BrushingTeeth,BrushingTeeth,1.1719090938568115,6,158
v_BrushingTeeth_g07_c04,BrushingTeeth,BrushingTeeth,1.1794443130493164,6,175
v_BrushingTeeth_g07_c05,BrushingTeeth,BrushingTeeth,1.694406270980835,9,249
v_BrushingTeeth_g07_c06,BrushingTeeth,BrushingTeeth,1.4431407451629639,8,225
v_CleanAndJerk_g01_c01,CleanAndJerk,CleanAndJerk,0.9766998291015625,4,100
v_CleanAndJerk_g01_c02,CleanAndJerk,CleanAndJerk,0.9713079929351807,4,113
v_CleanAndJerk_g01_c03,CleanAndJerk,CleanAndJerk,1.210015058517456,5,124
v_CleanAndJerk_g01_c04,CleanAndJerk,PullUps,0.9186611175537109,4,119
v_CleanAndJerk_g01_c05,CleanAndJerk,PullUps,1.1319859027862549,5,121
v_CleanAndJerk_g02_c01,CleanAndJerk,CleanAndJerk,0.9598841667175293,4,103
v_CleanAndJerk_g02_c02,CleanAndJerk,CleanAndJerk,1.701780080795288,9,245
v_CleanAndJerk_g02_c03,CleanAndJerk,HammerThrow,1.4025847911834717,8,211
v_CleanAndJerk_g02_c04,CleanAndJerk,CleanAndJerk,1.6756370067596436,10,293
v_CleanAndJerk_g03_c01,CleanAndJerk,CleanAndJerk,1.2230699062347412,6,172
v_CleanAndJerk_g03_c02,CleanAndJerk,CleanAndJerk,1.7146081924438477,9,254
v_CleanAndJerk_g03_c03,CleanAndJerk,CleanAndJerk,1.6868548393249512,10,276
v_CleanAndJerk_g03_c04,CleanAndJerk,CleanAndJerk,1.6736798286437988,10,293
v_CleanAndJerk_g03_c05,CleanAndJerk,CleanAndJerk,1.46844482421875,8,238
v_CleanAndJerk_g03_c06,CleanAndJerk,CleanAndJerk,1.7010140419006348,9,246
v_CleanAndJerk_g04_c01,CleanAndJerk,CleanAndJerk,1.2435359954833984,5,143
v_CleanAndJerk_g04_c02,CleanAndJerk,CleanAndJerk,1.4326419830322266,8,237
v_CleanAndJerk_g04_c03,CleanAndJerk,CleanAndJerk,1.1939897537231445,5,146
v_CleanAndJerk_g04_c04,CleanAndJerk,CleanAndJerk,1.2015810012817383,6,152
v_CleanAndJerk_g04_c05,CleanAndJerk,CleanAndJerk,1.4419770240783691,8,237
v_CleanAndJerk_g05_c01,CleanAndJerk,CleanAndJerk,0.9809999465942383,4,91
v_CleanAndJerk_g05_c02,CleanAndJerk,CleanAndJerk,1.2088141441345215,5,146
v_CleanAndJerk_g05_c03,CleanAndJerk,CleanAndJerk,1.211057186126709,5,146
v_CleanAndJerk_g05_c04,CleanAndJerk,CleanAndJerk,1.490156888961792,7,206
v_CleanAndJerk_g06_c01,CleanAndJerk,CleanAndJerk,1.4466431140899658,7,190
v_CleanAndJerk_g06_c02,CleanAndJerk,CleanAndJerk,1.4382567405700684,7,194
v_CleanAndJerk_g06_c03,CleanAndJerk,CleanAndJerk,0.9923977851867676,4,101
v_CleanAndJerk_g06_c04,CleanAndJerk,CleanAndJerk,1.7175650596618652,9,246
v_CleanAndJerk_g07_c01,CleanAndJerk,CleanAndJerk,1.429858684539795,8,228
v_CleanAndJerk_g07_c02,CleanAndJerk,CleanAndJerk,2.015424966812134,11,304
v_CleanAndJerk_g07_c03,CleanAndJerk,CleanAndJerk,1.4658091068267822,8,228
v_CleanAndJerk_g07_c04,CleanAndJerk,CleanAndJerk,1.720170021057129,10,285
v_CleanAndJerk_g07_c05,CleanAndJerk,CleanAndJerk,1.4549040794372559,7,190
v_CliffDiving_g01_c01,CliffDiving,CliffDiving,0.9816539287567139,3,90
v_CliffDiving_g01_c02,CliffDiving,CliffDiving,0.9801127910614014,4,114
v_CliffDiving_g01_c03,CliffDiving,CliffDiving,0.9646952152252197,3,72
v_CliffDiving_g01_c04,CliffDiving,CliffDiving,0.9820301532745361,3,81
v_CliffDiving_g01_c05,CliffDiving,CliffDiving,0.9672150611877441,3,82
v_CliffDiving_g01_c06,CliffDiving,CliffDiving,0.9743421077728271,3,76
v_CliffDiving_g02_c01,CliffDiving,CliffDiving,0.9653027057647705,3,78
v_CliffDiving_g02_c02,CliffDiving,CliffDiving,0.967041015625,4,97
v_CliffDiving_g02_c03,CliffDiving,HighJump,0.9067656993865967,4,94
v_CliffDiving_g02_c04,CliffDiving,CliffDiving,0.9637980461120605,3,82
v_CliffDiving_g03_c01,CliffDiving,CliffDiving,0.9730229377746582,4,92
v_CliffDiving_g03_c02,CliffDiving,CliffDiving,0.971343994140625,4,96
v_CliffDiving_g03_c03,CliffDiving,HighJump,0.9062449932098389,4,100
v_CliffDiving_g03_c04,CliffDiving,RockClimbingIndoor,1.039578914642334,4,104
v_CliffDiving_g03_c05,CliffDiving,CliffDiving,0.9490408897399902,4,93
v_CliffDiving_g04_c01,CliffDiving,RockClimbingIndoor,1.0155577659606934,4,101
v_CliffDiving_g04_c02,CliffDiving,CliffDiving,0.9638199806213379,4,107
v_CliffDiving_g04_c03,CliffDiving,CliffDiving,0.96563720703125,4,111
v_CliffDiving_g04_c04,CliffDiving,CliffDiving,0.960777997970581,4,102
v_CliffDiving_g05_c01,CliffDiving,FloorGymnastics,1.0008659362792969,3,80
v_CliffDiving_g05_c02,CliffDiving,CliffDiving,0.9675319194793701,3,76
v_CliffDiving_g05_c03,CliffDiving,CliffDiving,0.963982105255127,4,98
v_CliffDiving_g05_c04,CliffDiving,CliffDiving,0.9722781181335449,3,68
v_CliffDiving_g05_c05,CliffDiving,HighJump,0.8719720840454102,3,86
v_CliffDiving_g05_c06,CliffDiving,CliffDiving,0.9647819995880127,4,97
v_CliffDiving_g05_c07,CliffDiving,CliffDiving,0.9629991054534912,4,94
v_CliffDiving_g06_c01,CliffDiving,CliffDiving,0.9654190540313721,3,81
v_CliffDiving_g06_c02,CliffDiving,CliffDiving,0.964745044708252,3,71
v_CliffDiving_g06_c03,CliffDiving,CliffDiving,0.9619917869567871,4,96
v_CliffDiving_g06_c04,CliffDiving,CliffDiving,0.961353063583374,3,89
v_CliffDiving_g06_c05,CliffDiving,CliffDiving,0.9677369594573975,3,85
v_CliffDiving_g06_c06,CliffDiving,CliffDiving,0.9589548110961914,3,72
v_CliffDiving_g06_c07,CliffDiving,CliffDiving,0.9624998569488525,3,88
v_CliffDiving_g07_c01,CliffDiving,CliffDiving,0.7401840686798096,2,58
v_CliffDiving_g07_c02,CliffDiving,CliffDiving,0.727092981338501,2,60
v_CliffDiving_g07_c03,CliffDiving,CliffDiving,0.9684081077575684,3,83
v_CliffDiving_g07_c04,CliffDiving,CliffDiving,0.9646921157836914,3,84
v_CliffDiving_g07_c05,CliffDiving,CliffDiving,0.9666669368743896,3,72
v_CliffDiving_g07_c06,CliffDiving,CliffDiving,0.9751412868499756,3,75
v_CricketBowling_g01_c01,CricketBowling,CricketShot,0.9379327297210693,3,69
v_CricketBowling_g01_c02,CricketBowling,CricketShot,0.9331381320953369,3,61
v_CricketBowling_g01_c03,CricketBowling,CricketShot,0.9351608753204346,3,66
v_CricketBowling_g01_c04,CricketBowling,CricketShot,1.175858974456787,5,133
v_CricketBowling_g01_c05,CricketBowling,CricketBowling,0.7150897979736328,2,60
v_CricketBowling_g01_c06,CricketBowling,CricketBowling,1.2002019882202148,6,170
v_CricketBowling_g01_c07,CricketBowling,CricketShot,0.9468889236450195,4,120
v_CricketBowling_g02_c01,CricketBowling,VolleyballSpiking,1.2294142246246338,5,123
v_CricketBowling_g02_c02,CricketBowling,Basketball,0.904973030090332,4,100
v_CricketBowling_g02_c03,CricketBowling,VolleyballSwing,1.011258840560913,4,115
v_CricketBowling_g02_c04,CricketBowling,FieldHockeyPenalty,1.2305622100830078,6,159
v_CricketBowling_g02_c05,CricketBowling,VolleyballSwing,1.2456419467926025,5,133
v_CricketBowling_g02_c06,CricketBowling,HighJump,1.137186050415039,5,130
v_CricketBowling_g02_c07,CricketBowling,VolleyballSpiking,1.249424934387207,5,123
v_CricketBowling_g03_c01,CricketBowling,Baseball Pitch,0.9186909198760986,4,100
v_CricketBowling_g03_c02,CricketBowling,CricketBowling,0.966170072555542,4,117
v_CricketBowling_g03_c03,CricketBowling,CricketBowling,0.7450950145721436,2,60
v_CricketBowling_g03_c04,CricketBowling,CricketBowling,0.9572103023529053,4,101
v_CricketBowling_g04_c01,CricketBowling,Basketball,0.9184670448303223,4,95
v_CricketBowling_g04_c02,CricketBowling,Basketball,0.9094107151031494,4,101
v_CricketBowling_g04_c03,CricketBowling,JumpingJack,0.9475278854370117,3,87
v_CricketBowling_g04_c04,CricketBowling,JumpRope,0.9534499645233154,4,103
v_CricketBowling_g04_c05,CricketBowling,BaseballPitch,0.9363408088684082,4,110
v_CricketBowling_g05_c01,CricketBowling,CricketShot,1.1812982559204102,5,129
v_CricketBowling_g05_c02,CricketBowling,CricketBowling,0.9802701473236084,4,111
v_CricketBowling_g05_c03,CricketBowling,CricketBowling,0.9813539981842041,4,98
v_CricketBowling_g05_c04,CricketBowling,CricketBowling,0.9991612434387207,4,107
v_CricketBowling_g06_c01,CricketBowling,CricketBowling,1.196479082107544,6,160
v_CricketBowling_g06_c02,CricketBowling,CricketBowling,1.2040629386901855,6,175
v_CricketBowling_g06_c03,CricketBowling,CricketBowling,1.2067151069641113,6,153
v_CricketBowling_g06_c04,CricketBowling,CricketBowling,1.1995370388031006,5,150
v_CricketBowling_g06_c05,CricketBowling,CricketBowling,1.1838619709014893,6,157
v_CricketBowling_g07_c01,CricketBowling,CricketBowling,0.9444441795349121,3,65
v_CricketBowling_g07_c02,CricketBowling,CricketBowling,0.9423840045928955,3,75
v_CricketBowling_g07_c03,CricketBowling,CricketBowling,0.94083571434021,3,74
v_CricketBowling_g07_c04,CricketBowling,LongJump,0.8761610984802246,3,84
v_CricketShot_g01_c01,CricketShot,CricketBowling,0.9398910999298096,3,84
v_CricketShot_g01_c02,CricketShot,CricketShot,0.9087748527526855,4,91
v_CricketShot_g01_c03,CricketShot,CricketShot,0.907181978225708,4,95
v_CricketShot_g01_c04,CricketShot,CricketShot,0.9059169292449951,3,72
v_CricketShot_g01_c05,CricketShot,CricketShot,0.9123208522796631,4,95
v_CricketShot_g01_c06,CricketShot,CricketBowling,0.9360649585723877,3,76
v_CricketShot_g01_c07,CricketShot,CricketBowling,0.9368360042572021,3,71
v_CricketShot_g02_c01,CricketShot,CricketShot,0.9037790298461914,4,105
v_CricketShot_g02_c02,CricketShot,CricketShot,0.9094967842102051,4,93
v_CricketShot_g02_c03,CricketShot,CricketShot,0.9086759090423584,4,97
v_CricketShot_g02_c04,CricketShot,CricketShot,0.9072320461273193,4,94
v_CricketShot_g02_c05,CricketShot,CricketShot,1.1339151859283447,5,127
v_CricketShot_g02_c06,CricketShot,CricketBowling,0.9525868892669678,4,96
v_CricketShot_g02_c07,CricketShot,CricketShot,0.908815860748291,4,94
v_CricketShot_g03_c01,CricketShot,CricketBowling,0.9403171539306641,4,92
v_CricketShot_g03_c02,CricketShot,CricketShot,0.9161717891693115,4,104
v_CricketShot_g03_c03,CricketShot,CricketShot,0.9066860675811768,4,93
v_CricketShot_g03_c04,CricketShot,CricketShot,0.9034969806671143,4,101
v_CricketShot_g03_c05,CricketShot,FieldHockeyPenalty,0.9831368923187256,4,105
v_CricketShot_g03_c06,CricketShot,CricketShot,1.1371920108795166,5,142
v_CricketShot_g03_c07,CricketShot,CricketShot,0.9169230461120605,4,103
v_CricketShot_g04_c01,CricketShot,CricketBowling,0.9417290687561035,3,80
v_CricketShot_g04_c02,CricketShot,CricketBowling,0.9492299556732178,4,116
v_CricketShot_g04_c03,CricketShot,CricketBowling,0.9482769966125488,4,99
v_CricketShot_g04_c04,CricketShot,CricketShot,0.9045200347900391,3,75
v_CricketShot_g04_c05,CricketShot,CricketShot,0.9045202732086182,3,84
v_CricketShot_g04_c06,CricketShot,CricketBowling,0.9355928897857666,3,77
v_CricketShot_g04_c07,CricketShot,CricketBowling,0.9323821067810059,3,88
v_CricketShot_g05_c01,CricketShot,CricketBowling,0.7164919376373291,2,56
v_CricketShot_g05_c02,CricketShot,CricketBowling,0.9421911239624023,3,64
v_CricketShot_g05_c03,CricketShot,CricketBowling,0.9375507831573486,3,77
v_CricketShot_g05_c04,CricketShot,CricketBowling,0.7012720108032227,2,57
v_CricketShot_g05_c05,CricketShot,CricketBowling,0.701789140701294,2,56
v_CricketShot_g05_c06,CricketShot,CricketBowling,0.9406812191009521,3,65
v_CricketShot_g05_c07,CricketShot,CricketBowling,0.9427778720855713,3,66
v_CricketShot_g06_c01,CricketShot,CricketShot,1.1507110595703125,5,122
v_CricketShot_g06_c02,CricketShot,CricketShot,1.127392053604126,5,127
v_CricketShot_g06_c03,CricketShot,CricketShot,0.9250631332397461,4,118
v_CricketShot_g06_c04,CricketShot,CricketShot,1.1339030265808105,5,135
v_CricketShot_g06_c05,CricketShot,CricketShot,1.136491060256958,5,122
v_CricketShot_g06_c06,CricketShot,VolleyballSpiking,1.1992578506469727,6,169
v_CricketShot_g06_c07,CricketShot,CricketShot,0.9223659038543701,4,100
v_CricketShot_g07_c01,CricketShot,CricketShot,0.9055478572845459,4,100
v_CricketShot_g07_c02,CricketShot,CricketShot,1.1310319900512695,5,126
v_CricketShot_g07_c03,CricketShot,CricketBowling,1.157155990600586,5,134
v_CricketShot_g07_c04,CricketShot,CricketBowling,0.9617030620574951,4,118
v_CricketShot_g07_c05,CricketShot,CricketBowling,0.9569618701934814,4,119
v_CricketShot_g07_c06,CricketShot,CricketBowling,0.9409468173980713,4,99
v_CricketShot_g07_c07,CricketShot,CricketBowling,0.9375200271606445,4,102
v_CuttingInKitchen_g01_c01,CuttingInKitchen,CuttingInKitchen,1.9344348907470703,11,301
v_CuttingInKitchen_g01_c02,CuttingInKitchen,CuttingInKitchen,0.9480371475219727,4,105
v_CuttingInKitchen_g01_c03,CuttingInKitchen,CuttingInKitchen,1.184675931930542,6,162
v_CuttingInKitchen_g01_c04,CuttingInKitchen,CuttingInKitchen,1.16465425491333,6,169
v_CuttingInKitchen_g01_c05,CuttingInKitchen,CuttingInKitchen,1.4143469333648682,8,219
v_CuttingInKitchen_g02_c01,CuttingInKitchen,CuttingInKitchen,0.9590680599212646,3,80
v_CuttingInKitchen_g02_c02,CuttingInKitchen,CuttingInKitchen,0.9446561336517334,3,89
v_CuttingInKitchen_g02_c03,CuttingInKitchen,CuttingInKitchen,1.1852569580078125,5,123
v_CuttingInKitchen_g02_c04,CuttingInKitchen,CuttingInKitchen,1.1728661060333252,5,147
v_CuttingInKitchen_g03_c01,CuttingInKitchen,CuttingInKitchen,1.6644468307495117,9,266
v_CuttingInKitchen_g03_c02,CuttingInKitchen,CuttingInKitchen,1.4118022918701172,7,201
v_CuttingInKitchen_g03_c03,CuttingInKitchen,CuttingInKitchen,1.6425249576568604,9,266
v_CuttingInKitchen_g03_c04,CuttingInKitchen,CuttingInKitchen,1.639535665512085,9,260
v_CuttingInKitchen_g04_c01,CuttingInKitchen,CuttingInKitchen,0.9569709300994873,4,97
v_CuttingInKitchen_g04_c02,CuttingInKitchen,CuttingInKitchen,1.1793227195739746,6,152
v_CuttingInKitchen_g04_c03,CuttingInKitchen,CuttingInKitchen,1.1620090007781982,5,141
v_CuttingInKitchen_g04_c04,CuttingInKitchen,CuttingInKitchen,1.4152331352233887,7,182
v_CuttingInKitchen_g04_c05,CuttingInKitchen,CuttingInKitchen,1.4026570320129395,7,208
v_CuttingInKitchen_g05_c01,CuttingInKitchen,CuttingInKitchen,1.3978970050811768,8,237
v_CuttingInKitchen_g05_c02,CuttingInKitchen,CuttingInKitchen,1.4004838466644287,8,234
v_CuttingInKitchen_g05_c03,CuttingInKitchen,CuttingInKitchen,1.6551852226257324,9,251
v_CuttingInKitchen_g05_c04,CuttingInKitchen,CuttingInKitchen,1.3993489742279053,8,232
v_CuttingInKitchen_g05_c05,CuttingInKitchen,CuttingInKitchen,1.3970050811767578,8,238
v_CuttingInKitchen_g05_c06,CuttingInKitchen,CuttingInKitchen,1.1822311878204346,5,141
v_CuttingInKitchen_g06_c01,CuttingInKitchen,CuttingInKitchen,1.6433780193328857,9,243
v_CuttingInKitchen_g06_c02,CuttingInKitchen,CuttingInKitchen,1.6478519439697266,10,273
v_CuttingInKitchen_g06_c03,CuttingInKitchen,CuttingInKitchen,1.4114620685577393,8,226
v_CuttingInKitchen_g06_c04,CuttingInKitchen,CuttingInKitchen,1.1706151962280273,6,168
v_CuttingInKitchen_g06_c05,CuttingInKitchen,CuttingInKitchen,1.1732861995697021,6,151
v_CuttingInKitchen_g07_c01,CuttingInKitchen,CuttingInKitchen,0.9479458332061768,3,81
v_CuttingInKitchen_g07_c02,CuttingInKitchen,CuttingInKitchen,0.9323070049285889,3,64
v_CuttingInKitchen_g07_c03,CuttingInKitchen,CuttingInKitchen,0.9379739761352539,3,62
v_CuttingInKitchen_g07_c04,CuttingInKitchen,CuttingInKitchen,0.9411320686340332,4,98
v_Diving_g01_c01,Diving,Diving,1.5830998420715332,9,259
v_Diving_g01_c02,Diving,Diving,1.5779578685760498,10,282
v_Diving_g01_c03,Diving,Diving,1.349212884902954,8,214
v_Diving_g01_c04,Diving,Diving,1.3314430713653564,8,232
v_Diving_g01_c05,Diving,Diving,1.333075761795044,8,234
v_Diving_g01_c06,Diving,Diving,1.5721149444580078,9,255
v_Diving_g01_c07,Diving,Diving,1.5763418674468994,9,243
v_Diving_g02_c01,Diving,Diving,1.110931158065796,5,134
v_Diving_g02_c02,Diving,Diving,1.1088769435882568,6,151
v_Diving_g02_c03,Diving,CliffDiving,1.1714301109313965,5,128
v_Diving_g02_c04,Diving,Diving,1.1078300476074219,6,160
v_Diving_g02_c05,Diving,Diving,1.327049970626831,7,200
v_Diving_g02_c06,Diving,Diving,1.1046593189239502,6,152
v_Diving_g02_c07,Diving,Diving,1.100903034210205,5,123
v_Diving_g03_c01,Diving,Diving,1.3315789699554443,7,190
v_Diving_g03_c02,Diving,CliffDiving,1.4007518291473389,7,192
v_Diving_g03_c03,Diving,CliffDiving,1.3998420238494873,7,187
v_Diving_g03_c04,Diving,CliffDiving,1.3987679481506348,7,197
v_Diving_g03_c05,Diving,Diving,1.5874590873718262,9,248
v_Diving_g03_c06,Diving,CliffDiving,0.9628260135650635,4,115
v_Diving_g03_c07,Diving,CliffDiving,0.954747200012207,4,103
v_Diving_g04_c01,Diving,Diving,0.8797140121459961,4,106
